code,name,bucket,estab,years,scale,company,ftype,index_name,managers,cur_start,tenure,mgr_changes_5y,fee_now,sgzt,cagr1,cagr3,cagr5,cagr8,cagr10,cagr_since,vol5,mdd5,mdd10,mdd_all,max_year_key,max_year,sharpe1y,latest,siblings,score,selected
161908,万家添利债券(LOF)C,债券/固收,2011-06-02,15.2745,1.2182,万家基金,债券型-混合一级,,陈佳昀,2017-09-13,8.9911,0,0.00%,限大额,0.3232,4.0429,3.4137,6.3990,5.0711,4.8161,5.6088,-7.0982,-9.5274,-18.2071,2019,18.2578,-0.5268,2026-09-10,[],,
161713,招商信用添利债券(LOF)A,债券/固收,2010-06-25,16.2108,12.8368,招商基金,债券型-混合一级,,"向霈,马海林",2026-04-30,0.3641,1,0.08%,开放申购,7.1783,4.0767,3.6756,4.2852,4.0906,5.8843,1.6525,-2.1603,-2.7344,-6.6927,2014,27.1706,1.7075,2026-09-10,['009637'],,
160718,嘉实多利收益债券A,债券/固收,2011-03-23,15.4689,162.3733,嘉实基金,债券型-混合二级,,"张庆平,雍大为",2026-04-18,0.3970,6,0.08%,开放申购,12.9879,10.0001,6.7920,5.4759,3.6234,2.5059,7.3531,-12.9139,-12.9139,-13.9107,2025,15.2645,1.2542,2026-09-10,[],,
002881,中加丰润纯债债券A,债券/固收,2016-06-17,10.2313,23.7817,中加基金,债券型-长债,,张楠,2023-12-11,2.7488,3,0.08%,开放申购,2.8431,3.0955,3.5854,3.5699,9.6392,9.4710,0.7644,-1.8915,-2.4109,-2.4109,2016,75.4100,2.9290,2026-09-10,['002882'],,
530017,建信双息红利债券A,债券/固收,2011-12-13,14.7433,22.3607,建信基金,债券型-混合二级,,尹润泉,2021-11-10,4.8323,2,0.08%,限大额,5.2688,6.9793,4.6398,4.4050,3.1105,6.2011,12.6453,-23.5544,-23.5544,-23.5544,2014,28.7695,0.7266,2026-09-10,"['960029', '531017']",,
519051,海富通一年定开债A,债券/固收,2013-10-24,12.8789,2.3928,海富通基金,债券型-混合一级,,方昆明,2024-03-22,2.4695,2,0.06%,暂停申购,2.5804,-0.8584,-3.1116,-2.0973,-2.7042,2.6532,13.9146,-27.2307,-34.0108,-36.7320,2014,46.7262,0.2179,2026-09-10,['001976'],,
161014,富国汇利回报两年定期开放债券,债券/固收,2010-09-09,16.0027,3.7315,富国基金,债券型-混合一级,,吕春杰,2026-08-04,0.1013,3,0.08%,暂停申购,4.9893,4.3382,3.7116,5.0154,4.5708,4.3055,2.2431,-2.8400,-3.5316,-14.2459,2012,13.0648,1.0039,2026-09-10,[],,
610008,信澳信用债债券A,债券/固收,2013-05-14,13.3251,23.7525,信达澳亚基金,债券型-混合二级,,张旻,2022-01-07,4.6735,1,0.08%,开放申购,10.0082,9.3235,5.6394,8.0787,6.2280,5.8310,10.0374,-21.4548,-21.4548,-23.7645,2025,23.1214,0.9302,2026-09-10,['610108'],,
000014,华夏聚利债券A,债券/固收,2013-03-19,13.4784,6.7803,华夏基金,债券型-混合一级,,"武文琦,陆晓天",2026-01-26,0.6215,1,0.06%,开放申购,11.2592,8.1181,4.1848,9.1184,6.6167,6.1840,9.1698,-20.1302,-20.1302,-20.1302,2020,25.6860,1.0452,2026-09-10,[],,
160128,南方金利定开债券A,债券/固收,2012-05-17,14.3162,9.4915,南方基金,债券型-信用债,,李璇,2015-12-16,10.7351,0,0.08%,暂停申购,3.3227,3.0997,3.9703,5.0839,4.6578,5.6542,1.3730,-1.5385,-3.8797,-4.7818,2015,13.6995,2.1930,2026-09-10,['160129'],,
161618,融通岁岁添利定开债A,债券/固收,2012-11-06,13.8426,0.3410,融通基金,债券型-混合一级,,王超,2015-03-14,11.4935,0,0.06%,暂停申购,2.7499,3.8006,4.9811,4.9082,4.4387,5.4777,2.8712,-2.1789,-7.0807,-7.0807,2015,16.0652,1.4491,2026-09-10,['161619'],,
100072,富国强回报定开债A/B,债券/固收,2013-01-29,13.6126,10.1756,富国基金,债券型-信用债,,黄纪亮,2015-04-15,11.4059,0,0.08%,暂停申购,3.8012,3.8742,3.9895,4.9167,4.4611,5.8011,0.8575,-2.4644,-3.9387,-4.4273,2014,15.2235,4.1346,2026-09-10,[],,
001751,华商信用增强债券A,债券/固收,2015-09-08,11.0062,171.8526,华商基金,债券型-混合二级,,厉骞,2020-07-17,6.1492,0,0.08%,限大额,13.7387,12.5188,5.3989,11.2161,6.6406,6.5967,13.0318,-23.8126,-24.1534,-24.1534,2021,30.5505,1.2115,2026-09-10,['001752'],,
000310,安信永利信用债券A,债券/固收,2013-11-08,12.8378,0.3983,安信基金,债券型-混合一级,,柴迪伊,2026-04-29,0.3669,4,0.70%,暂停申购,1.8562,4.4995,3.9975,5.0918,4.7700,6.0761,2.4915,-4.0758,-4.0758,-4.0758,2014,13.6620,0.7543,2026-09-10,['000335'],,
161019,富国新天锋债券(LOF)A,债券/固收,2012-05-07,14.3436,14.4116,富国基金,债券型-混合一级,,"武磊,张文昭",2026-02-26,0.5366,1,0.08%,开放申购,3.5161,4.1715,3.5615,4.8826,4.0265,5.4196,2.2785,-3.1414,-3.1414,-3.1512,2015,11.1337,0.5723,2026-09-10,[],,
750002,安信目标收益债券A,债券/固收,2012-09-25,13.9576,12.2767,安信基金,债券型-混合一级,,黄琬舒,2025-07-15,1.1554,3,0.08%,开放申购,1.8881,5.9330,4.8657,4.1278,2.9426,3.1335,2.8648,-4.9558,-11.2322,-11.2322,2021,12.0471,-1.4015,2026-09-10,['750003'],,
200009,长城稳健增利债券A,债券/固收,2008-08-27,18.0370,8.4710,长城基金,债券型-混合二级,,魏建,2020-07-17,6.1492,0,0.08%,限大额,3.1140,3.7250,3.4729,3.1149,2.7802,4.2593,0.8833,-2.4214,-3.3333,-8.6661,2015,12.5464,3.6364,2026-09-10,['008974'],,
217023,招商信用增强债券A,债券/固收,2012-07-20,14.1410,207.4339,招商基金,债券型-混合二级,,"滕越,夏里鹏",2025-04-01,1.4428,1,0.08%,限大额,3.5834,5.3139,4.2103,4.6684,3.4548,5.0768,3.0550,-3.9527,-8.3840,-10.0506,2014,20.3245,0.6297,2026-09-10,['007951'],,
161614,融通四季添利债券(LOF)A,债券/固收,2012-03-01,14.5270,1.0923,融通基金,债券型-混合一级,,"王超,吴嫣睿紫,李可",2025-09-26,0.9555,3,0.08%,开放申购,1.2965,1.8440,4.3456,4.1745,3.8344,4.8549,2.3746,-1.8104,-3.4063,-3.6970,2014,13.3801,-0.3326,2026-09-10,['000673'],,
510300,沪深300ETF华泰柏瑞,参考基准,2012-05-04,14.3518,948.7218,华泰柏瑞基金,指数型-股票,沪深300指数,柳军,,,,--,场内交易,4.3498,9.0712,0.0359,6.2485,4.9841,12.9539,17.6619,-35.1638,-42.4220,-45.6225,2012,154.2347,0.2045,2026-09-10,[],,
159915,创业板ETF易方达,参考基准,2011-09-20,14.9733,468.6780,易方达基金,指数型-股票,创业板指数(价格),"成曦,刘树荣",,,,--,场内交易,16.6086,18.8758,1.3905,12.2999,4.7449,9.4135,29.8733,-55.7889,-56.5186,-69.6677,2013,80.8324,0.5046,2026-09-10,[],,
000961,天弘沪深300ETF联接A,参考基准,2015-01-20,11.6386,25.5456,天弘基金,指数型-股票,沪深300指数,陈瑶,,,,0.10%,开放申购,4.7504,9.0242,0.4435,6.7552,5.3200,4.3454,16.7102,-33.1242,-39.8550,-46.3499,2019,38.6520,0.2366,2026-09-10,[],,
001437,易方达瑞享混合I,国内权益,2015-06-26,11.2088,102.3721,易方达基金,混合型-灵活,,武阳,2017-12-30,8.6954,0,0.06%,限大额,111.6294,56.7053,34.7455,32.8674,25.0357,24.7422,37.0248,-40.2456,-40.2456,-40.2456,2025,133.7498,2.2014,2026-09-10,['001438'],89.8,1
001323,东吴移动互联混合A,国内权益,2015-05-27,11.2909,39.1461,东吴基金,混合型-灵活,,刘元海,2017-05-06,9.3470,0,0.15%,开放申购,23.5556,39.9338,22.4858,28.2231,20.6144,18.0363,36.5598,-39.5277,-39.5277,-39.5277,2025,91.0141,0.6283,2026-09-10,['002170'],81.4,1
519196,万家新兴蓝筹A,国内权益,2016-01-26,10.6229,29.7667,万家基金,混合型-灵活,,莫海波,2016-01-26,10.6229,0,0.12%,限大额,40.6431,36.1089,14.3392,24.9312,21.3817,21.2281,27.4795,-37.1651,-37.1651,-37.1651,2020,76.3285,1.8167,2026-09-10,[],78.7,1
001076,易方达改革红利混合,国内权益,2015-04-23,11.3840,28.7103,易方达基金,混合型-偏股,,陈皓,2022-01-12,4.6598,1,0.15%,限大额,72.0460,38.5288,19.4430,22.5161,19.5276,13.4548,25.1267,-34.2785,-45.9392,-53.4204,2025,96.6016,2.2098,2026-09-10,[],74.8,1
000940,富国中小盘精选混合A,国内权益,2015-01-23,11.6304,54.2284,富国基金,混合型-偏股,,曹晋,2015-01-23,11.6304,0,0.15%,限大额,44.7761,38.3765,15.3038,25.5666,18.8423,17.7574,27.4319,-42.3306,-44.0600,-54.0498,2025,102.3419,1.2789,2026-09-10,[],73.1,1
001322,东吴新趋势价值线混合,国内权益,2015-07-01,11.1951,16.5475,东吴基金,混合型-灵活,,刘元海,2019-04-30,7.3648,0,0.15%,限大额,26.2954,43.1936,23.8158,29.2671,17.0399,12.8819,36.3936,-39.5016,-52.7675,-64.9315,2025,96.1056,0.7056,2026-09-10,[],72.2,1
720001,财通价值动量混合A,国内权益,2011-12-01,14.7762,67.2200,财通基金,混合型-灵活,,金梓才,2015-07-16,11.1540,0,0.15%,开放申购,125.3276,68.7828,20.0378,33.7884,24.1717,22.2090,39.1025,-54.6302,-54.6302,-54.6302,2025,83.9857,2.6303,2026-09-10,[],71.7,1
519195,万家品质生活混合A,国内权益,2015-08-06,11.0965,27.4102,万家基金,混合型-灵活,,莫海波,2015-08-06,11.0965,0,0.15%,限大额,39.5051,34.1391,13.6086,24.0031,20.6455,20.3061,27.0043,-42.1894,-42.1894,-42.1894,2025,72.6258,1.7710,2026-09-10,[],70.9,1
000411,景顺长城优质成长股票A,国内权益,2014-01-02,12.6872,50.7481,景顺长城基金,股票型,,张仲维,2023-11-07,2.8419,3,0.15%,开放申购,81.7605,54.6363,23.5693,23.4464,17.6213,16.3378,32.2544,-41.7999,-45.8496,-50.1657,2025,93.2642,1.8655,2026-09-10,[],70.0,1
002450,平安睿享文娱混合A,国内权益,2016-03-29,10.4504,26.5056,平安基金,混合型-灵活,,黄维,2016-08-31,10.0260,0,0.15%,开放申购,57.1049,29.2992,13.3330,21.7805,18.3194,17.2034,28.6343,-41.7062,-43.5360,-43.5360,2025,74.2895,1.6585,2026-09-10,['002451'],66.0,1
100039,富国通胀通缩主题轮动混合A,国内权益,2010-05-12,16.3313,24.0100,富国基金,混合型-偏股,,曹晋,2019-08-12,7.0801,0,0.15%,开放申购,45.9115,38.3978,15.3005,25.8026,20.4661,14.6629,27.9476,-43.8754,-44.8637,-46.1263,2025,109.2942,1.3542,2026-09-10,[],64.0,1
001048,富国新兴产业股票A,国内权益,2015-03-12,11.4990,123.0285,富国基金,股票型,,孙权,2022-03-24,4.4654,2,0.15%,限大额,74.0106,48.1961,22.3469,24.4811,18.5275,16.7368,36.9065,-51.7935,-51.7935,-51.7935,2025,78.8129,1.7128,2026-09-10,[],63.8,1
001170,宏利复兴混合A,国内权益,2015-04-21,11.3895,39.8431,宏利基金,混合型-灵活,,孙硕,2023-03-13,3.4962,2,0.15%,开放申购,115.2277,61.4544,24.6777,24.2447,19.2372,14.1996,39.9645,-53.8698,-62.8034,-62.8034,2025,106.1574,2.4186,2026-09-10,[],60.2,1
001672,国寿安保智慧生活股票A,国内权益,2015-09-01,11.0253,50.7421,国寿安保基金,股票型,,张琦,2017-10-26,8.8734,0,0.15%,开放申购,54.7009,31.7681,14.6174,20.9423,15.8053,15.3504,29.9173,-44.8209,-44.8209,-44.8209,2020,52.4067,1.3010,2026-09-10,[],59.6,1
001564,东方红京东大数据混合A,国内权益,2015-07-31,11.1129,31.0465,东方红资产管理,混合型-灵活,,周云,2016-01-29,10.6146,0,0.15%,开放申购,14.2939,15.5924,11.1833,15.8711,13.4005,13.2196,17.0287,-25.8125,-26.2187,-26.2187,2020,34.5406,0.8802,2026-09-10,[],58.9,1
660015,农银行业轮动混合A,国内权益,2012-11-14,13.8207,8.9840,农银汇理基金,混合型-偏股,,邢军亮,2021-07-21,5.1389,0,0.15%,开放申购,41.3546,24.6268,11.7291,22.3641,16.9424,20.8019,29.6421,-39.0481,-39.0481,-49.4672,2015,80.9756,1.1064,2026-09-10,[],58.2,1
001018,易方达新经济混合,国内权益,2015-02-12,11.5756,42.6241,易方达基金,混合型-灵活,,陈皓,2015-02-12,11.5756,0,0.15%,限大额,52.4919,28.0774,10.3652,22.3149,18.5314,18.2604,23.6800,-42.1457,-42.1457,-53.0127,2025,77.0715,1.7018,2026-09-10,[],57.6,1
002833,华夏新锦绣混合A,国内权益,2016-08-24,10.0452,5.8834,华夏基金,混合型-灵活,,张城源,2021-05-26,5.2923,0,0.15%,限大额,3.4862,20.6201,15.8463,18.5901,13.2077,13.1479,22.4988,-35.0706,-35.0706,-35.0706,2025,55.2260,0.2074,2026-09-10,[],56.8,1
519191,万家新利灵活配置混合,国内权益,2014-01-24,12.6270,2.9215,万家基金,混合型-灵活,,黄海,2020-11-17,5.8125,0,0.06%,限大额,47.3687,17.0333,18.6575,15.1618,11.8741,10.9506,27.5099,-32.4500,-36.4901,-36.4901,2022,41.1873,1.7881,2026-09-10,[],56.2,1
001208,诺安低碳经济股票A,国内权益,2015-05-12,11.3320,7.2620,诺安基金,股票型,,"韩冬燕,李晓杰",2023-02-25,3.5400,2,0.15%,开放申购,24.3767,17.6040,12.0050,18.0204,16.8091,12.3089,18.7792,-25.7852,-25.7852,-39.6135,2025,41.9560,0.9890,2026-09-10,['010349'],55.9,1
519185,万家精选混合A,国内权益,2009-05-18,17.3142,8.7809,万家基金,混合型-偏股,,黄海,2020-11-17,5.8125,0,0.15%,限大额,45.9867,17.2258,17.5429,13.6339,10.0963,10.8059,27.1200,-30.9397,-35.8516,-42.8052,2015,83.4903,1.7577,2026-09-10,[],55.8,1
501015,财通多策略升级混合(LOF)A,国内权益,2016-03-09,10.5051,5.4004,财通基金,混合型-灵活,,沈犁,2021-04-14,5.4073,0,0.15%,开放申购,57.6672,43.1973,26.6602,18.6208,11.6802,11.4938,34.1614,-42.0641,-42.0641,-42.0641,2025,77.7870,1.1748,2026-09-10,[],54.9,1
110029,易方达科讯混合,国内权益,2007-12-18,18.6831,127.5744,易方达基金,混合型-偏股,,刘健维,2022-01-12,4.6598,1,0.15%,开放申购,64.0383,50.7655,19.1420,25.1446,16.0411,9.7408,28.3614,-49.1873,-49.1873,-72.2605,2025,119.0636,1.9514,2026-09-10,[],54.8,
002770,安信新回报混合A,国内权益,2016-05-09,10.3381,5.5588,安信基金,混合型-灵活,,陈鹏,2021-01-25,5.6235,0,0.08%,开放申购,54.1718,46.2928,13.1401,25.5737,20.8540,20.5865,33.4571,-52.5044,-52.5044,-52.5044,2025,117.1301,1.1506,2026-09-10,['002771'],53.3,
000480,东方红新动力混合A,国内权益,2014-01-28,12.6160,46.2190,东方红资产管理,混合型-灵活,,周云,2017-04-12,9.4127,0,0.15%,开放申购,11.1011,14.6951,10.5186,14.1672,12.0281,16.0822,17.0489,-26.9349,-26.9349,-32.5561,2014,43.0000,0.6887,2026-09-10,[],53.3,
001184,易方达新常态混合A,国内权益,2015-04-30,11.3648,110.7895,易方达基金,混合型-灵活,,何一铖,2024-08-17,2.0643,1,0.15%,开放申购,116.1514,51.8565,22.9378,24.5925,13.3522,6.5457,29.1553,-42.4623,-48.1900,-74.7088,2025,113.0037,2.7648,2026-09-10,[],53.0,
001917,招商量化精选股票A,国内权益,2016-03-15,10.4887,31.8298,招商基金,股票型,,王平,2016-03-15,10.4887,0,0.15%,限大额,2.4356,16.6047,9.9356,19.4146,12.4259,12.9901,21.3520,-25.1483,-35.3167,-35.3167,2019,45.2000,0.1086,2026-09-10,['007950'],50.5,
002980,华夏创新前沿股票A,国内权益,2016-09-07,10.0068,40.2586,华夏基金,股票型,,屠环宇,2023-04-06,3.4305,1,0.15%,开放申购,53.2181,28.9810,11.4324,23.6261,16.9468,16.9342,26.2214,-43.6239,-44.5155,-44.5155,2020,83.6645,1.5481,2026-09-10,[],50.2,
090019,大成景恒混合A,国内权益,2012-06-15,14.2368,3.8763,大成基金,混合型-偏股,,苏秉毅,2018-06-27,8.2053,0,0.15%,限大额,1.7263,14.9952,12.1965,17.2220,13.2510,11.5165,25.6269,-37.0146,-37.0146,-37.0146,2025,44.5273,0.0640,2026-09-10,['006038'],50.1,
020018,国泰金鹿混合,国内权益,2008-06-12,18.2450,8.6415,国泰基金,混合型-偏股,,赵大震,2023-08-30,3.0308,2,0.15%,开放申购,74.4982,22.1724,11.9526,17.6432,14.2408,10.2677,27.7307,-36.0392,-37.0096,-37.0096,2026,52.5635,1.8560,2026-09-10,[],44.5,
000969,前海开源大安全混合,国内权益,2015-02-06,11.5921,7.6275,前海开源基金,混合型-灵活,,刘宏,2022-08-08,4.0903,1,0.15%,开放申购,51.4479,43.1980,14.1561,22.2585,14.8576,14.2970,31.1585,-46.2681,-46.2681,-52.6756,2025,86.5385,1.2118,2026-09-10,[],44.5,
000404,易方达新兴成长灵活配置,国内权益,2013-11-28,12.7830,57.0246,易方达基金,混合型-灵活,,蔡荣成,2023-07-01,3.1951,2,0.15%,开放申购,53.0051,32.9060,10.8770,22.0270,15.2423,19.0513,32.7305,-47.6308,-47.6308,-64.5223,2015,172.9080,1.3454,2026-09-10,[],43.6,
580001,东吴嘉禾优势精选混合A,国内权益,2005-02-01,21.6044,9.2229,东吴基金,混合型-灵活,,刘元海,2023-08-15,3.0719,1,0.15%,开放申购,23.5503,41.3735,17.4392,16.0951,9.9373,9.6887,33.3936,-41.4669,-51.9546,-60.3119,2006,98.9288,0.6234,2026-09-10,[],43.5,
050010,博时特许价值混合A,国内权益,2008-05-28,18.2861,10.0072,博时基金,混合型-偏股,,曾鹏,2021-04-13,5.4100,0,0.15%,开放申购,43.5344,35.1222,12.0903,24.1213,17.2332,12.3766,34.7828,-54.0777,-54.0777,-54.0777,2025,86.8019,1.0404,2026-09-10,[],42.0,
001302,前海开源金银珠宝混合A,国内权益,2015-07-09,11.1732,13.0393,前海开源基金,混合型-灵活,,吴国清,2021-06-01,5.2758,0,0.15%,开放申购,32.0928,28.5570,17.5184,18.4798,8.9268,10.3880,32.3349,-44.8854,-45.1111,-49.0371,2025,84.1499,0.6506,2026-09-10,['002207'],41.3,
180031,银华中小盘混合A,国内权益,2012-06-20,14.2231,58.6941,银华基金,混合型-偏股,,"李晓星,张萍,杜宇",2019-12-11,6.7488,0,0.15%,开放申购,83.4729,32.4304,10.6184,17.9946,14.7031,19.6289,34.1599,-51.9333,-52.4825,-52.4825,2015,86.2688,1.7570,2026-09-10,[],41.3,
519644,银河智联混合A,国内权益,2015-12-17,10.7324,7.5321,银河基金,混合型-灵活,,郑巍山,2022-03-17,4.4846,1,0.15%,开放申购,67.3699,19.9108,11.4791,24.1424,18.4205,16.0022,37.6789,-53.2802,-53.2802,-53.2802,2020,74.0741,1.4083,2026-09-10,[],41.3,
470009,汇添富民营活力混合,国内权益,2010-05-05,16.3504,52.0806,汇添富基金,混合型-偏股,,马翔,2016-03-11,10.4997,0,0.15%,开放申购,42.7885,28.4789,9.5280,17.1288,12.1850,15.6111,25.8694,-44.9427,-50.7275,-52.6832,2015,108.5606,1.3427,2026-09-10,[],38.3,
001370,中银新趋势灵活配置混合A,国内权益,2015-05-29,11.2854,2.0430,中银基金,混合型-灵活,,杨成,2018-02-23,8.5448,0,0.15%,开放申购,64.9690,27.1521,11.0601,13.2812,10.9189,9.9990,27.0331,-40.9222,-41.4286,-41.4286,2025,62.9658,1.9001,2026-09-10,[],36.4,
460007,华泰柏瑞行业领先混合,国内权益,2009-08-03,17.1034,8.0446,华泰柏瑞基金,混合型-偏股,,吕慧建,2018-05-30,8.2820,0,0.15%,开放申购,96.1857,34.4634,11.1669,21.5061,16.5490,10.9519,32.0758,-52.8817,-52.8817,-53.0603,2025,83.1175,1.9005,2026-09-10,[],36.4,
000697,汇添富移动互联股票A,国内权益,2014-08-26,12.0411,63.5827,汇添富基金,股票型,,沈若雨,2024-05-08,2.3409,1,0.15%,开放申购,75.8452,35.4416,13.2069,18.1502,9.5075,12.0919,31.4893,-49.3639,-49.5777,-78.0552,2025,87.1760,1.7024,2026-09-10,[],35.3,
519773,交银数据产业灵活配置混合A,国内权益,2016-08-16,10.0671,10.5632,交银施罗德基金,混合型-灵活,,高扬,2024-06-29,2.1985,2,0.15%,开放申购,98.4066,30.5802,10.7868,23.2432,14.9191,14.7555,31.2039,-49.2122,-49.2323,-49.2323,2019,95.1863,2.1960,2026-09-10,[],33.8,
001959,华商乐享互联灵活配置混合A,国内权益,2015-12-18,10.7296,8.5136,华商基金,混合型-灵活,,余懿,2022-09-21,3.9699,2,0.15%,限大额,44.1176,21.1869,9.8516,26.7325,15.0759,13.4498,24.9987,-42.9371,-49.6350,-52.1308,2019,86.3636,1.6982,2026-09-10,['013142'],33.7,
519181,万家和谐增长混合A,国内权益,2006-11-30,19.7782,13.4521,万家基金,混合型-灵活,,莫海波,2023-08-08,3.0910,2,0.15%,限大额,34.3474,33.0281,10.1640,21.5291,17.1131,8.7945,27.0125,-44.5093,-44.5093,-74.6982,2025,67.6657,1.5699,2026-09-10,[],33.3,
310358,申万菱信新经济混合A,国内权益,2006-12-06,19.7618,24.2337,申万菱信基金,混合型-灵活,,付娟,2021-07-05,5.1828,0,0.15%,开放申购,100.1646,30.0176,10.4364,20.2556,15.6679,11.2644,29.8469,-49.6334,-49.6334,-59.6076,2007,123.7508,2.4364,2026-09-10,[],32.7,
002281,建信裕利灵活配置混合,国内权益,2016-01-04,10.6831,2.0577,建信基金,混合型-灵活,,江映德,2021-09-29,4.9473,1,0.15%,开放申购,43.1627,31.6992,10.6403,21.5678,14.8678,13.9180,31.8026,-49.5416,-49.5416,-49.5416,2020,59.5004,1.0497,2026-09-10,[],32.0,
260117,景顺长城支柱产业混合A,国内权益,2012-11-20,13.8042,4.2170,景顺长城基金,混合型-偏股,,邹立虎,2022-03-25,4.4627,1,0.15%,开放申购,25.3743,18.2741,8.3511,11.3596,9.3998,8.9522,18.4017,-26.2090,-30.2449,-55.2345,2025,40.1887,1.1265,2026-09-10,[],27.6,
320005,诺安价值增长混合A,国内权益,2006-11-21,19.8029,15.8856,诺安基金,混合型-偏股,,吕磊,2024-08-17,2.0643,2,0.15%,开放申购,40.8546,17.8701,8.9798,13.7246,8.9862,5.7365,18.9105,-29.7460,-30.3595,-74.1752,2009,74.8779,1.6788,2026-09-10,[],25.6,
673010,西部利得新动向混合A,国内权益,2011-08-18,15.0637,14.9471,西部利得基金,混合型-灵活,,董伟炜,2024-07-18,2.1465,2,0.15%,限大额,36.6736,27.0798,9.2661,11.5703,7.3092,7.7349,17.6057,-38.5252,-42.7871,-52.1737,2025,48.6661,1.4967,2026-09-10,[],23.1,
002420,汇添富盈鑫混合A,国内权益,2016-03-11,10.4997,6.8163,汇添富基金,混合型-灵活,,刘昇,2021-09-28,4.9500,1,0.12%,开放申购,56.1527,23.9653,10.5371,14.2228,11.7788,11.4084,29.3019,-52.9274,-52.9274,-52.9274,2025,56.7295,1.9234,2026-09-10,[],21.6,
001036,嘉实企业变革股票,国内权益,2015-02-12,11.5756,5.6699,嘉实基金,股票型,,陈涛,2023-12-21,2.7214,1,0.15%,开放申购,69.8190,26.0644,8.9960,17.6040,11.8648,9.6635,26.3409,-46.0691,-47.7438,-56.1142,2019,56.8336,1.7768,2026-09-10,[],16.5,
110002,易方达策略成长混合,国内权益,2003-12-09,22.7543,27.0976,易方达基金,混合型-偏股,,张琦,2022-04-21,4.3888,1,0.15%,开放申购,52.1923,27.6858,8.1476,13.5365,9.1358,11.6987,27.5298,-50.7325,-50.7325,-59.4232,2006,139.1463,1.7268,2026-09-10,[],16.3,
162201,宏利成长混合,国内权益,2003-04-25,23.3785,64.2679,宏利基金,混合型-灵活,,孙硕,2025-04-10,1.4182,2,0.15%,开放申购,106.6046,68.5636,20.9404,26.7193,17.2580,17.4798,42.1463,-59.1934,-59.1934,-65.8138,2025,112.2072,2.2691,2026-09-10,[],,
000390,华商优势行业混合A,国内权益,2013-12-11,12.7474,161.0696,华商基金,混合型-灵活,,张明昕,2025-03-12,1.4976,1,0.15%,开放申购,45.1558,35.5543,17.5744,28.4883,21.7801,23.7931,32.2201,-41.8923,-41.8923,-41.8923,2025,86.4872,1.8847,2026-09-10,[],,
110005,易方达积极成长混合,国内权益,2004-09-09,22.0014,72.8456,易方达基金,混合型-偏股,,何崇恺,2021-05-29,5.2841,0,0.15%,开放申购,120.2518,34.3365,14.0405,19.8519,14.5475,7.9997,30.9479,-55.7013,-55.7013,-68.3985,2006,133.9266,2.9216,2026-09-10,[],,
519087,新华优选分红混合A,国内权益,2005-09-16,20.9829,17.8858,新华基金,混合型-灵活,,姚海明,2026-08-21,0.0548,2,0.12%,开放申购,69.6163,40.9251,11.9120,18.6470,13.5745,9.0690,35.2753,-57.7825,-60.9609,-79.1695,2009,94.5766,1.7610,2026-09-10,[],,
110013,易方达科翔混合,国内权益,2008-11-13,17.7440,52.5438,易方达基金,混合型-偏股,,陈皓,2014-05-10,12.3368,0,0.15%,限大额,48.8185,27.1817,7.9837,19.6336,15.6473,15.4638,23.3966,-45.7686,-45.7686,-51.8845,2015,83.8051,1.7317,2026-09-10,[],,
166301,华商新趋势优选灵活配置混合,国内权益,2012-09-06,14.0096,63.8414,华商基金,混合型-灵活,,童立,2025-03-12,1.4976,1,0.15%,开放申购,23.4185,17.3875,9.6467,26.6416,21.5573,21.4719,24.6116,-34.1223,-34.1223,-42.0229,2020,73.7637,0.6713,2026-09-10,[],,
040025,华安科技动力混合A,国内权益,2011-12-20,14.7242,32.6720,华安基金,混合型-偏股,,栾超,2025-05-06,1.3470,1,0.15%,开放申购,65.8730,37.8942,12.4997,19.9070,16.3380,19.9214,31.7400,-46.7661,-46.7661,-48.0957,2015,62.1522,1.7771,2026-09-10,[],,
630002,华商盛世成长混合,国内权益,2008-09-23,17.9630,38.9912,华商基金,混合型-偏股,,"王毅文,孙蔚",2025-03-12,1.4976,2,0.15%,开放申购,23.3435,16.1471,9.3498,17.3831,11.8029,12.4840,22.6781,-29.6930,-29.6930,-67.9287,2009,66.3503,0.8543,2026-09-10,[],,
000017,财通可持续混合A,国内权益,2013-03-27,13.4565,6.7505,财通基金,混合型-偏股,,骆莹,2026-09-04,0.0164,1,0.15%,开放申购,93.9500,53.3806,17.6150,22.4992,15.5414,16.9848,31.6353,-47.2610,-57.9050,-58.5691,2025,89.0048,2.0479,2026-09-10,[],,
570008,诺德周期策略混合,国内权益,2012-03-21,14.4723,12.1949,诺德基金,混合型-偏股,,"罗世锋,陈国光",2025-07-18,1.1472,1,0.15%,开放申购,71.0649,28.0395,10.9550,20.6303,16.5655,17.4129,31.6336,-48.5811,-55.3496,-55.3496,2020,124.5294,1.4863,2026-09-10,[],,
001194,景顺长城稳健回报混合A,国内权益,2015-04-10,11.4196,53.8946,景顺长城基金,混合型-灵活,,江山,2025-05-27,1.2895,4,0.10%,限大额,63.3685,63.2488,33.7848,23.8721,19.3563,17.5301,30.2952,-35.8673,-35.8673,-35.8673,2025,134.9347,1.4226,2026-09-10,['001407'],,
