code,name,bucket,estab,years,scale,company,ftype,index_name,managers,cur_start,tenure,mgr_changes_5y,fee_now,sgzt,cagr1,cagr3,cagr5,cagr8,cagr10,cagr_since,vol5,mdd5,mdd10,mdd_all,max_year_key,max_year,sharpe1y,latest,siblings,a5,a10,asince,r5_api,r10_api,rsince_api,score,selected
001323,东吴移动互联混合A,国内权益,2015-05-27,11.3073,39.1461,东吴基金,混合型-灵活,,刘元海,2017-05-06,9.3634,0,0.15%,开放申购,14.5012,41.2851,23.2548,28.2276,20.7992,17.9990,36.5443,-39.5277,-39.5277,-39.5277,2025,91.0141,0.6283,2026-09-16,['002170'],22.4863,20.7992,18.0079,175.7000,,550.3100,89.7,1
002910,易方达供给改革混合,国内权益,2017-01-25,9.6400,140.7581,易方达基金,混合型-灵活,,杨宗昌,2020-08-22,6.0671,0,0.15%,限大额,163.7204,44.4664,24.8635,31.7260,,24.2827,29.0411,-40.1301,-40.1301,-40.1301,2026,114.8766,4.5028,2026-09-16,[],24.8632,23.3138,24.2827,203.5100,713.0500,713.0500,89.1,1
001856,易方达环保主题混合A,国内权益,2017-06-02,9.2895,85.9661,易方达基金,混合型-灵活,,祁禾,2018-06-07,8.2765,0,0.15%,限大额,74.5152,33.0748,11.9257,29.8045,,24.3286,25.5687,-39.3494,-39.3494,-39.3494,2020,102.0739,2.0734,2026-09-16,['019032'],11.9257,22.4199,24.3286,75.6500,656.0000,656.0000,88.8,1
005094,万家臻选混合A,国内权益,2017-12-20,8.7392,22.9307,万家基金,混合型-偏股,,莫海波,2017-12-20,8.7392,0,0.15%,限大额,29.9874,37.7160,16.2456,26.3472,,21.9940,28.1652,-40.2223,-40.2223,-40.2223,2020,89.9671,1.2270,2026-09-16,['022709'],16.2459,18.9743,21.9940,112.2700,468.2400,468.2400,88.3,1
003598,华商润丰灵活配置混合A,国内权益,2017-01-25,9.6400,39.5622,华商基金,混合型-灵活,,胡中原,2019-03-22,7.4880,0,0.15%,开放申购,-14.8004,27.3059,16.9894,18.8944,,15.3125,24.1770,-27.3077,-27.3077,-27.3077,2025,87.7600,-0.6991,2026-09-16,['007509'],16.9899,14.7225,15.3125,119.1500,294.9000,294.9000,88.1,1
000940,富国中小盘精选混合A,国内权益,2015-01-23,11.6468,54.2284,富国基金,混合型-偏股,,曹晋,2015-01-23,11.6468,0,0.15%,限大额,37.3883,39.9882,15.9418,25.8220,19.3559,17.8385,27.4275,-42.3306,-44.0600,-54.0498,2025,102.3419,1.2789,2026-09-16,[],15.3042,19.3559,17.7303,103.8100,,569.3000,87.9,1
001513,易方达信息产业混合A,国内权益,2016-09-27,9.9685,130.2416,易方达基金,混合型-偏股,,郑希,2016-09-27,9.9685,0,0.15%,限大额,62.6554,54.9014,23.4636,28.8416,,23.3642,33.0143,-46.2539,-46.3037,-46.3037,2025,114.1751,1.4104,2026-09-16,['019018'],23.9964,23.5484,23.6309,193.1200,728.6528,728.6500,87.7,1
519195,万家品质生活混合A,国内权益,2015-08-06,11.1129,27.4102,万家基金,混合型-灵活,,莫海波,2015-08-06,11.1129,0,0.15%,限大额,28.2475,35.1079,13.9801,23.7756,21.0610,20.2520,26.9773,-42.1894,-42.1894,-42.1894,2025,72.6258,1.7710,2026-09-16,[],13.6087,21.0610,20.2732,89.2600,,677.8800,87.5,1
005851,财通新视野灵活配置混合A,国内权益,2018-06-25,8.2272,37.3542,财通基金,混合型-灵活,,沈犁,2021-01-27,5.6345,0,0.15%,开放申购,55.8408,43.8298,28.4476,23.4977,,22.4681,34.1513,-41.5443,-41.5443,-41.5443,2025,72.6666,1.0411,2026-09-16,['005959'],28.4478,18.1459,22.4681,249.6500,429.8900,429.8900,86.3,1
002450,平安睿享文娱混合A,国内权益,2016-03-29,10.4668,26.5056,平安基金,混合型-灵活,,黄维,2016-08-31,10.0424,0,0.15%,开放申购,50.6740,30.6849,14.3909,22.0129,18.5711,17.2623,28.6056,-41.7062,-43.5360,-43.5360,2025,74.2895,1.6585,2026-09-16,['002451'],13.3325,18.5711,17.1741,86.9700,,425.3500,85.8,1
006533,易方达科融混合,国内权益,2019-03-26,7.4771,130.7617,易方达基金,混合型-偏股,,刘健维,2020-08-01,6.1246,0,0.15%,限大额,54.0527,53.5099,22.6325,,,33.1572,28.8132,-45.6313,-45.7962,-45.7962,2025,124.4706,1.4136,2026-09-16,[],22.6325,23.8763,33.1572,177.3500,750.9100,750.9100,85.8,1
001018,易方达新经济混合,国内权益,2015-02-12,11.5921,42.6241,易方达基金,混合型-灵活,,陈皓,2015-02-12,11.5921,0,0.15%,限大额,41.9727,28.4912,11.5519,22.5279,18.7964,18.2415,23.6946,-42.1457,-42.1457,-53.0127,2025,77.0715,1.7018,2026-09-16,[],10.3649,18.7964,18.2324,63.7400,,596.8900,85.5,1
001076,易方达改革红利混合,国内权益,2015-04-23,11.4004,28.7103,易方达基金,混合型-偏股,,陈皓,2022-01-12,4.6762,1,0.15%,限大额,57.8258,39.2270,20.4169,22.4873,19.8222,13.4513,25.1484,-34.2785,-45.9392,-53.4204,2025,96.6016,2.2098,2026-09-16,[],19.4430,19.8222,13.4340,143.1100,,320.8200,84.9,1
001564,东方红京东大数据混合A,国内权益,2015-07-31,11.1294,31.0465,东方红资产管理,混合型-灵活,,周云,2016-01-29,10.6311,0,0.15%,开放申购,11.1835,15.3445,11.6444,15.6047,13.3866,13.0779,17.0242,-25.8125,-26.2187,-26.2187,2020,34.5406,0.8802,2026-09-16,[],11.1831,13.3866,13.1989,69.9000,,297.4000,84.7,1
001194,景顺长城稳健回报混合A,国内权益,2015-04-10,11.4360,53.8946,景顺长城基金,混合型-灵活,,江山,2025-05-27,1.3060,4,0.10%,限大额,50.6442,63.9362,34.1774,23.9666,19.4292,17.5656,30.3350,-35.8673,-35.8673,-35.8673,2025,134.9347,1.4226,2026-09-16,['001407'],33.7847,19.4292,17.5029,328.5800,,532.5200,84.3,1
000480,东方红新动力混合A,国内权益,2014-01-28,12.6324,46.2190,东方红资产管理,混合型-灵活,,周云,2017-04-12,9.4292,0,0.15%,开放申购,8.1585,14.3744,10.9825,13.9078,12.0355,15.9398,17.0426,-26.9349,-26.9349,-32.5561,2014,43.0000,0.6887,2026-09-16,[],10.5181,12.0355,16.0597,64.8800,,556.2700,83.7,1
001678,英大国企改革A,国内权益,2018-11-22,7.8166,5.9615,英大基金,股票型,,张媛,2023-03-31,3.4634,1,0.15%,开放申购,44.9496,19.8847,16.8939,,,18.5562,27.9570,-31.9594,-32.4087,-32.4087,2025,41.8288,1.0143,2026-09-16,['022868'],16.8936,16.0536,20.9819,118.2500,343.1860,343.1900,83.7,1
000390,华商优势行业混合A,国内权益,2013-12-11,12.7639,161.0696,华商基金,混合型-灵活,,张明昕,2025-03-12,1.5140,1,0.15%,开放申购,42.0526,38.0572,19.2795,29.5857,22.5639,24.2653,32.2121,-41.8923,-41.8923,-41.8923,2025,86.4872,1.8847,2026-09-16,[],26.0682,22.5639,27.6902,218.4400,,2164.5400,83.7,1
000628,大成高鑫股票A,国内权益,2015-02-03,11.6167,89.1832,大成基金,股票型,,刘旭,2018-09-11,8.0137,0,0.15%,开放申购,-5.0738,9.1095,6.7227,16.7397,15.3456,14.6152,13.6938,-25.5178,-25.5178,-45.7674,2020,58.2626,-0.5059,2026-09-16,['011066'],6.7231,15.2377,14.6152,38.4500,312.9975,387.7500,83.6,1
001322,东吴新趋势价值线混合,国内权益,2015-07-01,11.2115,16.5475,东吴基金,混合型-灵活,,刘元海,2019-04-30,7.3812,0,0.15%,限大额,16.7550,44.3791,24.2788,29.5333,17.2989,12.8440,36.4034,-39.5016,-52.7675,-64.9315,2025,96.1056,0.7056,2026-09-16,[],23.8157,17.2989,12.8619,190.9900,,288.2700,83.3,1
007346,易方达科技创新混合A,国内权益,2019-04-29,7.3840,34.0239,易方达基金,混合型-偏股,,蔡荣成,2022-04-21,4.4052,1,0.15%,开放申购,39.5266,30.5195,15.1676,,,25.5983,30.6433,-43.0155,-43.0155,-43.0155,2025,82.4894,0.8265,2026-09-16,['025701'],15.1681,18.3285,25.5983,102.6100,438.1400,438.1400,83.2,1
000979,景顺长城沪港深精选股票A,国内权益,2015-04-15,11.4223,97.9607,景顺长城基金,股票型,,张仲维,2025-05-16,1.3361,2,0.15%,开放申购,38.5272,35.2094,25.6757,22.3222,18.5443,14.8702,24.0388,-35.8036,-35.8036,-36.9664,2025,73.2794,1.0410,2026-09-16,[],25.0773,18.5443,14.8350,206.1200,,385.5000,82.9,1
001917,招商量化精选股票A,国内权益,2016-03-15,10.5051,31.8298,招商基金,股票型,,王平,2016-03-15,10.5051,0,0.15%,限大额,0.2209,16.7084,9.9844,19.4776,12.6633,12.9222,21.3546,-25.1483,-35.3167,-35.3167,2019,45.2000,0.1086,2026-09-16,['007950'],10.2013,12.6633,13.4242,62.5300,,275.5700,82.9,1
100039,富国通胀通缩主题轮动混合A,国内权益,2010-05-12,16.3477,24.0100,富国基金,混合型-偏股,,曹晋,2019-08-12,7.0965,0,0.15%,开放申购,38.0101,39.7085,15.9720,26.0929,20.8459,14.7187,27.9585,-43.8754,-44.8637,-46.1263,2025,109.2942,1.3542,2026-09-16,[],15.3008,20.8459,14.8121,103.7800,,856.4400,82.7,1
000411,景顺长城优质成长股票A,国内权益,2014-01-02,12.7036,50.7481,景顺长城基金,股票型,,张仲维,2023-11-07,2.8583,3,0.15%,开放申购,75.3049,55.2792,24.5197,23.5312,18.0454,16.3469,32.2854,-40.2356,-45.8496,-50.1657,2025,93.2642,1.8655,2026-09-16,[],23.5696,18.0454,16.3151,188.1100,,582.0500,82.7,1
720001,财通价值动量混合A,国内权益,2011-12-01,14.7926,67.2200,财通基金,混合型-灵活,,金梓才,2015-07-16,11.1704,0,0.15%,开放申购,113.7343,72.9497,21.1614,34.4733,25.0082,22.4906,39.0797,-53.3482,-54.6302,-54.6302,2025,83.9857,2.6303,2026-09-16,[],20.0374,25.0082,22.1818,149.2200,,1836.6600,82.6,1
660015,农银行业轮动混合A,国内权益,2012-11-14,13.8371,8.9840,农银汇理基金,混合型-偏股,,邢军亮,2021-07-21,5.1554,0,0.15%,开放申购,38.3787,26.1036,12.2440,22.6968,17.3829,20.9394,29.5991,-39.0481,-39.0481,-49.4672,2015,80.9756,1.1064,2026-09-16,[],11.7287,17.3829,20.7748,74.1100,,1262.4300,82.6,1
006751,富国互联科技股票A,国内权益,2019-03-26,7.4771,57.5084,富国基金,股票型,,许炎,2019-03-26,7.4771,0,0.15%,限大额,58.8423,45.1201,15.7722,,,27.7388,33.7761,-49.2059,-50.0496,-50.0496,2025,85.6177,1.1409,2026-09-16,['011126'],15.7722,20.0876,27.7388,107.9800,523.7100,523.7100,82.5,1
166301,华商新趋势优选灵活配置混合,国内权益,2012-09-06,14.0260,63.8414,华商基金,混合型-灵活,,童立,2025-03-12,1.5140,1,0.15%,开放申购,20.7307,18.1262,10.3504,27.1956,22.0767,21.5990,24.5862,-34.1223,-34.1223,-42.0229,2020,73.7637,0.6713,2026-09-16,[],9.6465,22.0767,21.4442,58.4800,,1425.7000,82.5,1
002152,华宝核心优势混合A,国内权益,2016-01-21,10.6530,24.0323,华宝基金,混合型-灵活,,郑英亮,2025-08-16,1.0842,2,0.15%,开放申购,41.0591,49.1573,21.8539,24.8684,19.1387,18.2050,28.4029,-38.1274,-40.6313,-40.6313,2025,122.0420,1.7306,2026-09-16,[],21.1782,19.1387,18.3054,161.2900,,499.4000,82.2,1
007343,嘉实科技创新混合,国内权益,2019-05-07,7.3621,78.0168,嘉实基金,混合型-偏股,,王贵重,2022-01-22,4.6489,1,0.15%,限大额,72.4279,45.4063,17.4834,,,26.5318,31.1156,-46.4592,-46.4592,-46.4592,2020,80.9386,1.6658,2026-09-16,[],17.4832,18.9160,26.5318,123.8100,465.4600,465.4600,82.2,1
001672,国寿安保智慧生活股票A,国内权益,2015-09-01,11.0418,50.7421,国寿安保基金,股票型,,张琦,2017-10-26,8.8898,0,0.15%,开放申购,50.1885,33.7020,15.3477,21.6122,16.2748,15.6071,29.9265,-44.8209,-44.8209,-44.8209,2020,52.4067,1.3010,2026-09-16,[],14.6172,16.2748,15.3258,97.8100,,382.8100,82.2,1
006976,鹏华核心优势混合A,国内权益,2019-04-03,7.4552,5.0662,鹏华基金,混合型-偏股,,黄奕松,2021-12-18,4.7447,1,0.15%,开放申购,96.6108,38.9552,19.6407,,,24.5740,29.2225,-42.7186,-42.7186,-42.7186,2026,64.9939,2.3531,2026-09-16,['017732'],19.6408,17.7993,24.5740,145.1300,414.5500,414.5500,81.7,1
003304,前海开源沪港深核心资源混合A,国内权益,2016-10-17,9.9138,10.2372,前海开源基金,混合型-灵活,,吴国清,2019-08-07,7.1102,0,0.15%,开放申购,2.8754,19.9305,9.4369,23.4999,,17.5243,31.6303,-38.8984,-38.8984,-38.8984,2025,71.7487,-0.0425,2026-09-16,['003305'],9.4368,17.3607,17.5243,56.9700,395.7105,395.7100,81.7,1
519133,海富通改革驱动混合,国内权益,2016-04-28,10.3847,51.4541,海富通基金,混合型-灵活,,周雪军,2016-04-28,10.3847,0,0.15%,开放申购,29.3364,22.3071,6.6482,22.4816,16.9742,17.2970,24.0813,-41.4117,-41.4117,-41.4117,2020,85.4274,0.7924,2026-09-16,[],6.6475,16.8465,17.2970,37.9600,374.4147,424.2300,80.9,1
004206,华商元亨混合A,国内权益,2017-01-25,9.6400,18.8406,华商基金,混合型-灵活,,胡中原,2019-12-31,6.7105,0,0.15%,开放申购,-14.5800,27.2725,16.8351,18.0636,,12.6551,22.0015,-27.9446,-28.9736,-28.9736,2025,90.9598,-0.6886,2026-09-16,['019053'],16.8347,12.1728,12.6551,117.7000,215.4100,215.4100,80.7,1
110001,易方达平稳增长混合,国内权益,2002-08-23,24.0657,48.8682,易方达基金,混合型-平衡,,陈皓,2012-09-28,13.9658,0,0.15%,限大额,32.6551,22.3652,8.5109,15.7473,13.0418,13.1324,17.6684,-34.9010,-34.9010,-45.6737,2007,90.8864,1.2272,2026-09-16,[],8.7449,13.1061,13.5097,52.0700,242.6565,2010.6200,80.7,1
001480,财通成长优选混合A,国内权益,2015-06-29,11.2170,63.0772,财通基金,混合型-灵活,,金梓才,2015-06-29,11.2170,0,0.15%,开放申购,125.3168,79.3072,21.9874,34.7427,24.6915,20.1281,41.8150,-57.5069,-58.6738,-58.6738,2026,91.3182,2.5449,2026-09-16,[],20.6741,24.6915,19.6232,155.9000,,646.2000,80.4,1
005161,华商上游产业股票A,国内权益,2017-12-27,8.7201,11.7043,华商基金,股票型,,张文龙,2023-12-25,2.7269,2,0.15%,开放申购,19.1448,19.7512,11.1605,21.5082,,16.7112,23.9408,-29.9284,-29.9284,-29.9284,2025,84.5939,0.5058,2026-09-16,['018023'],11.1608,14.4254,16.7112,69.7300,284.7900,284.7900,80.1,1
163415,兴全商业模式混合(LOF)A,国内权益,2012-12-18,13.7440,165.6468,兴证全球基金,混合型-偏股,,乔迁,2018-07-10,8.1862,0,0.15%,开放申购,7.5114,16.2032,6.9923,17.3719,13.2666,16.8627,22.9244,-35.8865,-38.2139,-38.2139,2020,67.8603,0.1453,2026-09-16,['023881'],6.9916,13.1349,16.8627,40.2000,243.5321,751.4100,80.1,1
002289,华商改革创新股票A,国内权益,2018-03-02,8.5421,1.2464,华商基金,股票型,,刘力,2023-01-13,3.6742,2,0.15%,开放申购,109.5242,44.6674,18.2850,26.4909,,22.4491,30.0629,-41.0738,-41.8066,-41.8066,2026,79.5055,2.5357,2026-09-16,['016052'],18.2848,18.8865,22.4491,131.5500,464.0600,464.0600,80.1,1
001208,诺安低碳经济股票A,国内权益,2015-05-12,11.3484,7.2620,诺安基金,股票型,,"韩冬燕,李晓杰",2023-02-25,3.5565,2,0.15%,开放申购,20.4678,17.8008,12.2890,17.8731,16.9339,12.2311,18.7836,-25.7852,-25.7852,-39.6135,2025,41.9560,0.9890,2026-09-16,['010349'],12.0046,16.9339,12.2900,76.2700,,272.6400,80.0,1
519702,交银趋势混合A,国内权益,2010-12-22,15.7344,27.2429,交银施罗德基金,混合型-偏股,,杨金金,2020-05-27,6.3053,0,0.15%,限大额,4.6145,7.0657,4.5095,20.9072,17.1593,14.0623,16.0593,-22.3653,-29.3282,-45.1503,2021,78.3793,0.1843,2026-09-16,['013430'],4.5087,17.0345,14.0623,24.6700,382.1014,692.6800,79.9,1
519212,万家宏观择时多策略混合A,国内权益,2017-03-30,9.4648,3.6838,万家基金,混合型-灵活,,黄海,2020-11-17,5.8289,0,0.15%,限大额,48.5763,16.0164,21.3820,16.9019,,13.7736,28.1008,-31.3379,-36.5360,-36.5360,2026,46.6174,1.7171,2026-09-16,['017787'],21.3816,12.9905,13.7736,163.4900,239.1700,239.1700,79.9,1
110013,易方达科翔混合,国内权益,2008-11-13,17.7604,52.5438,易方达基金,混合型-偏股,,陈皓,2014-05-10,12.3532,0,0.15%,限大额,38.6162,27.5291,9.1151,19.8381,15.8620,15.4519,23.4083,-45.7686,-45.7686,-51.8845,2015,83.8051,1.7317,2026-09-16,[],9.2661,15.8620,16.7209,55.7500,,1458.0800,79.8,1
501079,大成科创主题混合(LOF)A,国内权益,2019-07-18,7.1650,12.6732,大成基金,混合型-偏股,,郭玮羚,2026-01-16,0.6653,4,0.15%,开放申购,66.8560,27.6097,13.3426,,,23.8945,28.7705,-34.9734,-34.9734,-34.9734,2020,85.1300,1.4612,2026-09-16,['016198'],13.3422,16.5927,23.8945,87.0500,364.2100,364.2100,79.8,1
006195,国金量化多因子股票A,国内权益,2018-10-31,7.8768,43.5309,国金基金,股票型,,"马芳,姚加红",2023-01-05,3.6961,1,0.15%,限大额,11.6719,16.0078,14.5606,,,15.9408,23.0069,-33.7869,-33.7869,-33.7869,2025,52.1416,0.3297,2026-09-16,['016858'],14.5603,12.3564,15.9408,97.3200,220.6100,220.6100,79.3,1
005660,嘉实资源精选股票A,国内权益,2018-10-22,7.9014,7.3547,嘉实基金,股票型,,刘杰,2024-03-23,2.4832,1,0.15%,开放申购,26.8123,23.2369,9.9006,,,22.3499,26.2267,-36.7755,-38.3068,-38.3068,2025,95.8985,0.5978,2026-09-16,['005661'],9.9000,17.2788,22.3499,60.3200,392.2600,392.2600,79.0,1
006502,财通集成电路产业股票A,国内权益,2018-11-29,7.7974,22.9576,财通基金,股票型,,金梓才,2022-11-30,3.7947,2,0.15%,开放申购,121.0009,74.4405,29.6710,,,29.9174,41.2903,-50.7503,-52.9106,-52.9106,2025,107.5176,2.0533,2026-09-16,['006503'],29.6711,22.6397,29.9174,266.6200,669.6800,669.6800,79.0,1
006551,中庚价值领航混合,国内权益,2018-12-19,7.7426,48.5033,中庚基金,混合型-偏股,,刘晟,2024-07-19,2.1602,2,0.15%,开放申购,14.9367,15.5211,9.5600,,,18.2645,22.5531,-32.7989,-32.7989,-32.7989,2025,57.2999,0.6287,2026-09-16,[],9.5606,13.8698,18.2645,57.8600,266.5100,266.5100,78.6,1
007355,汇添富科技创新混合A,国内权益,2019-05-06,7.3648,111.7916,汇添富基金,混合型-灵活,,马翔,2023-04-13,3.4278,1,0.15%,开放申购,32.0975,37.3120,14.3680,,,23.2169,29.3100,-47.0346,-47.0346,-47.0346,2025,90.9990,0.7529,2026-09-16,['007356'],14.3681,16.6211,23.2169,95.6700,365.3400,365.3400,78.3,1
002980,华夏创新前沿股票A,国内权益,2016-09-07,10.0233,40.2586,华夏基金,股票型,,屠环宇,2023-04-06,3.4470,1,0.15%,开放申购,45.7766,30.4504,12.0917,24.0982,17.0199,16.9772,26.2211,-43.6239,-44.5155,-44.5155,2020,83.6645,1.5481,2026-09-16,[],11.4319,17.0199,16.9043,71.8100,,378.5000,78.2,1
001832,易方达瑞恒灵活配置混合,国内权益,2018-01-10,8.6817,17.3637,易方达基金,混合型-灵活,,萧楠,2025-04-12,1.4292,1,0.06%,开放申购,32.6929,13.6731,9.9668,20.7581,,16.1954,22.5869,-27.0958,-31.8008,-31.8008,2020,89.5678,0.9328,2026-09-16,[],9.9671,13.9188,16.1954,60.8100,268.0900,268.0900,78.2,1
005903,宏利绩优混合A,国内权益,2018-06-13,8.2601,4.8677,宏利基金,混合型-灵活,,孙硕,2023-03-13,3.5127,2,0.15%,开放申购,94.2689,55.3160,24.2675,24.2605,,22.3244,38.4271,-47.1098,-54.7574,-54.7574,2025,98.9081,1.7713,2026-09-16,['015576'],24.2676,18.1100,22.3243,196.3400,428.2832,428.2800,77.8,1
001048,富国新兴产业股票A,国内权益,2015-03-12,11.5154,123.0285,富国基金,股票型,,孙权,2022-03-24,4.4819,2,0.15%,限大额,65.8099,51.3473,23.4636,24.9453,18.9217,16.9537,36.9475,-51.7935,-51.7935,-51.7935,2025,78.8129,1.7128,2026-09-16,[],22.3473,18.9217,16.7110,174.1400,,492.6800,77.3,1
005310,广发电子信息传媒股票A,国内权益,2017-12-11,8.7639,9.8411,广发基金,股票型,,冯骋,2022-08-05,4.1150,1,0.15%,开放申购,50.5126,30.4102,19.1473,25.9221,,19.3080,34.7613,-47.6823,-47.6823,-47.6823,2019,72.4049,1.0807,2026-09-16,['010236'],19.1477,16.7326,19.3080,140.1200,369.8100,369.8100,77.3,1
002833,华夏新锦绣混合A,国内权益,2016-08-24,10.0616,5.8834,华夏基金,混合型-灵活,,张城源,2021-05-26,5.3087,0,0.15%,限大额,-1.4281,19.9712,15.7774,18.0948,12.8716,12.7834,22.5513,-35.0706,-35.0706,-35.0706,2025,55.2260,0.2074,2026-09-16,[],15.8467,12.8716,13.1251,108.6500,,245.8500,77.2,1
166002,中欧新蓝筹混合A,国内权益,2008-07-25,18.1437,91.2759,中欧基金,混合型-偏股,,"周蔚文,冯炉丹",2021-10-14,4.9227,1,0.15%,开放申购,18.8529,23.0528,8.5000,15.8641,12.9516,14.0912,19.4815,-33.3065,-40.5851,-40.5851,2025,75.4859,0.6791,2026-09-16,"['001885', '004237']",8.5006,12.8695,14.0912,50.3700,235.5576,993.3700,77.2,1
090018,大成新锐产业混合A,国内权益,2012-03-20,14.4914,25.2846,大成基金,混合型-偏股,,韩创,2019-01-10,7.6824,0,0.15%,限大额,21.5375,15.0510,3.8031,23.9749,16.9182,18.0604,22.5314,-38.0153,-38.0153,-48.8862,2021,80.3984,0.6813,2026-09-16,['018460'],3.8035,16.8590,18.0604,20.5200,374.9207,1008.9100,77.0,1
006025,诺安优化配置混合A,国内权益,2018-09-20,7.9890,11.8174,诺安基金,混合型-偏股,,刘慧影,2023-07-22,3.1540,3,0.15%,开放申购,73.4979,35.1962,18.1452,,,18.1659,35.6665,-44.1556,-44.1556,-44.1556,2025,52.6891,1.6444,2026-09-16,['019571'],18.1455,14.2653,18.1659,130.1900,279.4400,279.4400,76.6,1
005729,南方人工智能混合,国内权益,2018-10-12,7.9288,7.3820,南方基金,混合型-偏股,,罗安安,2018-10-12,7.9288,0,0.15%,开放申购,17.1589,21.6215,7.9716,,,18.2615,28.0948,-42.4686,-42.4686,-42.4686,2020,56.5511,0.3326,2026-09-16,[],7.9716,14.2237,18.2615,46.7400,278.0600,278.0600,76.4,1
000242,景顺长城策略精选灵活配置混合A,国内权益,2013-08-07,13.1088,21.1929,景顺长城基金,混合型-灵活,,张靖,2019-04-29,7.3840,0,0.15%,开放申购,18.4060,12.8422,4.7549,19.5114,14.2724,14.9568,20.4929,-34.8127,-36.2377,-36.4834,2020,58.5821,0.6304,2026-09-16,['017167'],4.7556,14.1821,14.9568,26.1500,276.6879,521.6400,76.3,1
000534,长盛高端装备混合A,国内权益,2014-03-25,12.4791,13.5299,长盛基金,混合型-灵活,,郭堃,2025-11-21,0.8186,1,0.15%,开放申购,30.2762,30.0033,14.5029,22.7993,16.1532,16.7304,27.0776,-40.0323,-40.0323,-50.9685,2020,69.3539,1.0533,2026-09-16,[],13.4027,16.1532,16.5527,87.5500,,576.3000,76.2,1
002252,融通成长30灵活配置混合A,国内权益,2015-12-11,10.7652,1.0338,融通基金,混合型-灵活,,李文海,2025-04-30,1.3799,2,0.15%,开放申购,24.0766,17.2836,11.7533,20.3505,14.8801,13.8266,20.0845,-27.1502,-33.0236,-33.0236,2020,65.0221,1.1857,2026-09-16,[],12.1541,14.8801,14.3279,77.4500,,322.6900,75.7,1
470009,汇添富民营活力混合,国内权益,2010-05-05,16.3669,52.0806,汇添富基金,混合型-偏股,,马翔,2016-03-11,10.5161,0,0.15%,开放申购,36.9808,29.0581,10.2145,17.4643,12.3919,15.6085,25.8743,-44.9427,-50.7275,-52.6832,2015,108.5606,1.3427,2026-09-16,[],9.5287,12.3919,15.5942,57.6300,,971.6900,75.6,1
004320,前海开源沪港深乐享生活,国内权益,2017-05-12,9.3470,82.3434,前海开源基金,混合型-灵活,,"魏淳,梁策",2024-12-20,1.7385,4,0.15%,开放申购,155.5282,68.7255,37.3968,26.5094,,22.8462,39.4267,-53.5807,-53.5807,-53.5807,2025,124.6828,2.6076,2026-09-16,[],37.3970,21.2067,22.8462,389.6500,584.3300,584.3300,75.5,1
519003,海富通收益增长混合,国内权益,2004-03-12,22.5133,21.5524,海富通基金,混合型-灵活,,周雪军,2016-08-12,10.0945,0,0.15%,开放申购,25.5731,19.0480,6.1402,18.6372,13.9550,10.6864,20.2264,-35.1586,-35.1586,-59.6204,2006,77.2121,0.8035,2026-09-16,[],6.1402,13.9547,11.6991,34.7100,269.2515,1107.1500,75.5,1
260112,景顺长城能源基建混合A,国内权益,2009-10-20,16.9062,24.0232,景顺长城基金,混合型-偏股,,邹立虎,2025-05-16,1.3361,2,0.15%,开放申购,24.6154,15.4294,14.0503,14.2475,12.3807,11.3836,14.1686,-15.6510,-20.0465,-34.9148,2015,62.9928,1.4790,2026-09-16,[],14.7985,12.3807,11.7159,99.3800,,550.7900,75.4,1
003175,华泰柏瑞多策略混合A,国内权益,2016-09-29,9.9630,8.1766,华泰柏瑞基金,混合型-灵活,,董辰,2020-12-29,5.7139,0,0.15%,限大额,10.8760,10.8936,10.1120,14.4605,,11.9600,16.9522,-20.7294,-33.3730,-33.3730,2021,42.0673,0.6442,2026-09-16,['015450'],10.1117,11.9133,11.9601,61.8700,208.1892,208.1900,75.4,1
630002,华商盛世成长混合,国内权益,2008-09-23,17.9795,38.9912,华商基金,混合型-偏股,,"王毅文,孙蔚",2025-03-12,1.5140,2,0.15%,开放申购,18.5899,16.1890,9.8379,17.6338,12.0218,12.4623,22.6331,-26.6796,-29.6930,-67.9287,2009,66.3503,0.8543,2026-09-16,[],9.3502,12.0218,15.4329,56.3500,,1220.2500,75.3,1
002258,大成国企改革灵活配置混合A,国内权益,2017-09-21,8.9856,7.8436,大成基金,混合型-灵活,,"韩创,张家旺",2026-03-16,0.5038,1,0.15%,开放申购,22.0121,16.7708,6.9789,25.2700,,19.8159,23.5968,-33.5529,-33.5529,-33.5529,2021,92.4873,0.5538,2026-09-16,['019197'],6.9794,17.5392,19.7031,40.1200,403.3000,403.3000,75.2,1
001743,诺安优选回报混合A,国内权益,2016-09-22,9.9822,8.6051,诺安基金,混合型-灵活,,杨谷,2023-10-21,2.9049,1,0.15%,开放申购,25.0789,16.9860,12.6294,16.0380,,13.2235,23.6728,-34.4305,-34.4305,-34.4305,2021,67.1804,0.7559,2026-09-16,['025351'],12.6292,13.1985,13.2236,81.2400,245.4662,245.4700,75.1,1
004784,招商稳健优选股票A,国内权益,2017-09-20,8.9884,5.8805,招商基金,股票型,,陈西中,2021-09-28,4.9665,1,0.15%,开放申购,25.8335,29.4427,9.7619,27.7149,,20.3266,32.8935,-47.3672,-47.3672,-47.3672,2020,84.0638,0.5205,2026-09-16,['019863'],9.7625,18.0952,20.3266,59.3200,427.6200,427.6200,75.1,1
